Timestamp,Open,High,Low,Close,Volume
2024-01-11 13:55:00,161.095,161.35,161.08,161.325,14115
2024-01-11 15:45:00,161.73,161.894,161.71,161.87,49435
2023-12-29 12:55:00,162.97,163.09,162.97,163.05,14502
